dataset,corpus,query_id,split,query_type,difficulty,method,baseline_rank,rank,rank_delta_baseline_minus_method,change,hit_at_5,query,relevant_document_ids,top5_document_ids
english,english_221,emanual_300,test,english,emanual,dense,1,1,0,unchanged,True,How do I set scheduled viewing time?,doc_021c12c35b16c64e|doc_a516564b3a344f30|doc_f2a6f947643fc60e,doc_f2a6f947643fc60e|doc_a516564b3a344f30|doc_021c12c35b16c64e|doc_3bf0ef285005ae77|doc_a41de15e5b29bc4a
english,english_221,emanual_75,validation,english,emanual,dense,1,1,0,unchanged,True,How to sign out of Samsung account?,doc_5c5589c27cc2fd98,doc_5c5589c27cc2fd98|doc_88924c0794a9c8d4|doc_fbd8475fad369e41|doc_75b8a9fd66adafa1|doc_8f11f2ca6b134ad9
english,english_221,emanual_458,validation,english,emanual,dense,2,1,1,improved,True,How do I reset sound settings?,doc_c62d865190756e69,doc_c62d865190756e69|doc_d0c4a5adf3ffc776|doc_dc30edcb02d26e16|doc_5f1455bdfe05f29a|doc_c0720d5f0d595fea
english,english_221,emanual_347,test,english,emanual,dense,1,1,0,unchanged,True,How to update TV's software through USB device?,doc_e66d2e96bcd55a11,doc_e66d2e96bcd55a11|doc_de2026d4614e336e|doc_c0f02da9d00f95d9|doc_755e377f476da28d|doc_c5132f1d8c720040
english,english_221,emanual_82,test,english,emanual,dense,1,1,0,unchanged,True,I need to lock app. How to do this?,doc_9bcc997d8d11776c,doc_9bcc997d8d11776c|doc_e55ae96035dd76d6|doc_8e1e6874ad912b93|doc_d2eed91f926a63e8|doc_3f10c228d9ebd41b
english,english_221,emanual_437,validation,english,emanual,dense,16,1,15,improved,True,What can I do if I am getting distorted picture on TV?,doc_bb306395cc6d4f76,doc_bb306395cc6d4f76|doc_16dcff0dc12a6a13|doc_c76d00f88bf6de78|doc_202f58843ae10ffc|doc_e0c8d52bda0ed65c
english,english_221,emanual_50,validation,english,emanual,dense,2,1,1,improved,True,What is picture mode?,doc_af9e1db1daf8b03b,doc_af9e1db1daf8b03b|doc_e12736352b7e2a01|doc_353741387bfd6387|doc_af2ec7a96f792725|doc_f73c1df3570f9c39
english,english_221,emanual_211,validation,english,emanual,dense,3,1,2,improved,True,How do I configure Sharpness?,doc_353741387bfd6387,doc_353741387bfd6387|doc_e12736352b7e2a01|doc_0f4a2c01c63c7750|doc_2bbca0997af7e74a|doc_afc84e50acac12bb
english,english_221,emanual_558,test,english,emanual,dense,1,2,-1,declined,True,Can I turn TV in Ambient Mode?,doc_559038e0a46f70dd|doc_fd9f5beff7a82de8,doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_fd9f5beff7a82de8|doc_af2ec7a96f792725|doc_afc84e50acac12bb
english,english_221,emanual_289,test,english,emanual,dense,1,1,0,unchanged,True,Explain the steps how to do Schedule Recording while watching a program?,doc_0957beae540a0ea4,doc_0957beae540a0ea4|doc_5d7d7b3b2abc89df|doc_ef91d3ce054acb3a|doc_a41de15e5b29bc4a|doc_5bcad3b6bf037da3
english,english_221,emanual_125,validation,english,emanual,dense,1,1,0,unchanged,True,How do I open the accessibility Shortcuts menu?,doc_c054145800fbf428|doc_f0e90fb8f636298c,doc_c054145800fbf428|doc_f0e90fb8f636298c|doc_0e27df103bf080bd|doc_c4a1cafcf274cbae|doc_0012580590c4c18b
english,english_221,emanual_489,validation,english,emanual,dense,9,1,8,improved,True,Can I configure Color?,doc_353741387bfd6387,doc_353741387bfd6387|doc_af2ec7a96f792725|doc_0f4a2c01c63c7750|doc_599100686061968d|doc_28fa362e0abac177
english,english_221,emanual_196,validation,english,emanual,dense,4,7,-3,declined,False,From where I can select beautiful screens?,doc_1877001c624f7540|doc_d0b12e9c89efb338,doc_353741387bfd6387|doc_af9e1db1daf8b03b|doc_c8cba373f361e344|doc_2bbca0997af7e74a|doc_bb306395cc6d4f76
english,english_221,emanual_390,validation,english,emanual,dense,1,1,0,unchanged,True,How do I enable audio for video description function?,doc_0012580590c4c18b|doc_f7603509c53ff3ed,doc_f7603509c53ff3ed|doc_c054145800fbf428|doc_21e1954dbcd5e7b3|doc_28fa362e0abac177|doc_ae3ce3395e81ce1c
english,english_221,emanual_405,validation,english,emanual,dense,1,1,0,unchanged,True,How do I do factory reset?,doc_25dffc7c886f9021|doc_c62d865190756e69|doc_e46962318e2553d7,doc_e46962318e2553d7|doc_c62d865190756e69|doc_25dffc7c886f9021|doc_5f1455bdfe05f29a|doc_a9e6a8fa88d31bdc
english,english_221,emanual_257,test,english,emanual,dense,2,1,1,improved,True,How do I change the current time on TV?,doc_c0c0b15cc2de836c,doc_c0c0b15cc2de836c|doc_740618e7a565f652|doc_bf3eeadd3429f562|doc_09768321cd4ba86c|doc_021c12c35b16c64e
english,english_221,emanual_237,test,english,emanual,dense,1,1,0,unchanged,True,How do I select Optimized sound mode?,doc_99b36d27411cc595,doc_99b36d27411cc595|doc_d0c4a5adf3ffc776|doc_dc30edcb02d26e16|doc_c0720d5f0d595fea|doc_e12736352b7e2a01
english,english_221,emanual_377,validation,english,emanual,dense,2,2,0,unchanged,True,What is connection guide?,doc_3116d72414e56f1e|doc_41c59520df46bac2,doc_09768321cd4ba86c|doc_3116d72414e56f1e|doc_562d294fe96ed140|doc_a41de15e5b29bc4a|doc_c8cba373f361e344
english,english_221,emanual_539,test,english,emanual,dense,1,1,0,unchanged,True,Can I select Ambient Light Detection ?,doc_afc84e50acac12bb,doc_afc84e50acac12bb|doc_af2ec7a96f792725|doc_353741387bfd6387|doc_559038e0a46f70dd|doc_1ccf529a297411ff
english,english_221,emanual_574,validation,english,emanual,dense,1,1,0,unchanged,True,How do I establish a wired Internet connection?,doc_47ce19cf70eb6dd7|doc_b004658a7d9ff39a|doc_e778c8da35de9c2f,doc_47ce19cf70eb6dd7|doc_e778c8da35de9c2f|doc_58f9883ef5600855|doc_b004658a7d9ff39a|doc_959a249e5e387400
english,english_221,emanual_318,validation,english,emanual,dense,1,1,0,unchanged,True,How do I edit channels?,doc_00755b389731a48d|doc_c246ec277efd47fe|doc_e7ca421f430ee3c1,doc_c246ec277efd47fe|doc_a17d0b6c852f901f|doc_e7ca421f430ee3c1|doc_55d56943df651835|doc_99298e6ce8a369cb
english,english_221,emanual_59,test,english,emanual,dense,1,2,-1,declined,True,How to turn TV in Ambient Mode?,doc_559038e0a46f70dd|doc_fd9f5beff7a82de8,doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_fd9f5beff7a82de8|doc_af2ec7a96f792725|doc_afc84e50acac12bb
english,english_221,emanual_537,validation,english,emanual,dense,1,1,0,unchanged,True,Can I turn off the TV using off timer?,doc_8cef7e3848eac080,doc_8cef7e3848eac080|doc_740618e7a565f652|doc_c0c0b15cc2de836c|doc_afc84e50acac12bb|doc_5bcad3b6bf037da3
english,english_221,emanual_346,validation,english,emanual,dense,2,1,1,improved,True,How to update TV's software through internet?,doc_c0f02da9d00f95d9|doc_e66d2e96bcd55a11,doc_e66d2e96bcd55a11|doc_c0f02da9d00f95d9|doc_755e377f476da28d|doc_de2026d4614e336e|doc_58f9883ef5600855
english,english_221,emanual_420,test,english,emanual,dense,14,1,13,improved,True,How do I fix blurring issues on TV screen?,doc_bb306395cc6d4f76,doc_bb306395cc6d4f76|doc_0f4a2c01c63c7750|doc_353741387bfd6387|doc_c76d00f88bf6de78|doc_615a7c3ab71fc9f0
english,english_221,emanual_363,test,english,emanual,dense,1,1,0,unchanged,True,Can I changing the name of the TV on a network?,doc_425a79f5973c1d9d,doc_425a79f5973c1d9d|doc_a17d0b6c852f901f|doc_bf3eeadd3429f562|doc_ddd6ae0d609aa092|doc_986fba7cc31b5767
english,english_221,emanual_4,test,english,emanual,dense,1,1,0,unchanged,True,What is decor and how to set wallpaper of the Ambient Mode screen?,doc_af2ec7a96f792725,doc_af2ec7a96f792725|doc_fd9f5beff7a82de8|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_d0b12e9c89efb338
english,english_221,emanual_140,validation,english,emanual,dense,1,1,0,unchanged,True,How can I record my scheduled program?,doc_0957beae540a0ea4|doc_ef91d3ce054acb3a,doc_ef91d3ce054acb3a|doc_0957beae540a0ea4|doc_5d7d7b3b2abc89df|doc_6a9904e1c70aa2ec|doc_d9b0f08bb9be9cd5
english,english_221,emanual_473,test,english,emanual,dense,3,18,-15,declined,False,I want to setup a beautiful screens. How can I do that?,doc_d0b12e9c89efb338,doc_353741387bfd6387|doc_e12736352b7e2a01|doc_2bbca0997af7e74a|doc_f2a6f947643fc60e|doc_fd9a7389dc034d9c
english,english_221,emanual_403,test,english,emanual,dense,3,1,2,improved,True,How do I enable/disable light effect?,doc_af2ec7a96f792725|doc_afc84e50acac12bb,doc_afc84e50acac12bb|doc_353741387bfd6387|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_2bbca0997af7e74a
english,english_221,emanual_605,validation,english,emanual,dense,1,1,0,unchanged,True,Where do I find accessibility shortcuts functions?,doc_c054145800fbf428|doc_f0e90fb8f636298c,doc_c054145800fbf428|doc_f0e90fb8f636298c|doc_c4a1cafcf274cbae|doc_0e27df103bf080bd|doc_562d294fe96ed140
english,english_221,emanual_132,test,english,emanual,dense,2,1,1,improved,True,How do I turn on High Contrast using Bixby?,doc_3deec08e7a494c6d|doc_cb5137af2abe18b6,doc_cb5137af2abe18b6|doc_2bbca0997af7e74a|doc_353741387bfd6387|doc_487682275d5ba6d5|doc_2839c652ea71d611
english,english_221,emanual_396,validation,english,emanual,dense,1,1,0,unchanged,True,What is the function of 'Learn Menu Screen'?,doc_1c805f0df386110a|doc_44e1346840a728bb,doc_44e1346840a728bb|doc_1c805f0df386110a|doc_f0e90fb8f636298c|doc_5d7d7b3b2abc89df|doc_0012580590c4c18b
english,english_221,emanual_522,validation,english,emanual,dense,1,1,0,unchanged,True,Can I do Sound Mirroring?,doc_93b5337a580bd24e|doc_dc30edcb02d26e16,doc_93b5337a580bd24e|doc_dc30edcb02d26e16|doc_63df1531cbdc659b|doc_9e96c99788950641|doc_d4d50252bc60bc84
english,english_221,emanual_365,test,english,emanual,dense,1,3,-2,declined,True,My IP auto setting failed. How to configure it?,doc_e778c8da35de9c2f,doc_a9e6a8fa88d31bdc|doc_25dffc7c886f9021|doc_e778c8da35de9c2f|doc_1dd3a6f1cd0a8ac3|doc_e46962318e2553d7
english,english_221,emanual_395,test,english,emanual,dense,1,1,0,unchanged,True,What is the function of 'Learn TV Remote'?,doc_9ea31ceb018bd241,doc_9ea31ceb018bd241|doc_e6054dfc943d2100|doc_f0e90fb8f636298c|doc_0012580590c4c18b|doc_a999e4aaad94aafb
english,english_221,emanual_101,validation,english,emanual,dense,2,2,0,unchanged,True,I am not getting full display picture. How do I do that?,doc_d5537ad686b27380|doc_e0c8d52bda0ed65c,doc_e12736352b7e2a01|doc_e0c8d52bda0ed65c|doc_353741387bfd6387|doc_d5537ad686b27380|doc_16dcff0dc12a6a13
english,english_221,emanual_426,test,english,emanual,dense,1,1,0,unchanged,True,How do I fix the missing/wrong color issue ?,doc_bb306395cc6d4f76,doc_bb306395cc6d4f76|doc_0f4a2c01c63c7750|doc_599100686061968d|doc_353741387bfd6387|doc_0af7c92f8dbdb29b
english,english_221,emanual_393,validation,english,emanual,dense,1,1,0,unchanged,True,How do I invert the screen colors?,doc_599100686061968d,doc_599100686061968d|doc_0f4a2c01c63c7750|doc_353741387bfd6387|doc_2bbca0997af7e74a|doc_64626f5b3d334fe7
english,english_221,emanual_98,validation,english,emanual,dense,1,2,-1,declined,True,How to surf internet on my TV?,doc_47ce19cf70eb6dd7|doc_6935de094dfc03d5,doc_58f9883ef5600855|doc_47ce19cf70eb6dd7|doc_f2ba67732e29a2f7|doc_39d0ee956dd210f7|doc_b004658a7d9ff39a
english,english_221,emanual_305,test,english,emanual,dense,1,1,0,unchanged,True,How do I record using time Timeshift function?,doc_5d7d7b3b2abc89df|doc_740618e7a565f652,doc_5d7d7b3b2abc89df|doc_459cf6f1e7c289f1|doc_ae3ce3395e81ce1c|doc_337f179766a0da74|doc_1c2902da5d91b0b5
english,english_221,emanual_478,validation,english,emanual,dense,1,4,-3,declined,True,I want to change the auto brightness setting. How can I do that?,doc_1ccf529a297411ff|doc_559038e0a46f70dd,doc_afc84e50acac12bb|doc_353741387bfd6387|doc_af2ec7a96f792725|doc_1ccf529a297411ff|doc_559038e0a46f70dd
english,english_221,emanual_19,test,english,emanual,dense,5,1,4,improved,True,How to configure Contrast and Sharpness?,doc_353741387bfd6387,doc_353741387bfd6387|doc_2bbca0997af7e74a|doc_e12736352b7e2a01|doc_0f4a2c01c63c7750|doc_afc84e50acac12bb
english,english_221,emanual_225,validation,english,emanual,dense,1,2,-1,declined,True,How do I configure Color Space Settings?,doc_353741387bfd6387,doc_af2ec7a96f792725|doc_353741387bfd6387|doc_0f4a2c01c63c7750|doc_2bbca0997af7e74a|doc_28fa362e0abac177
english,english_221,emanual_631,test,english,emanual,dense,5,1,4,improved,True,Where do I find Reset option ?,doc_25dffc7c886f9021|doc_c62d865190756e69|doc_e46962318e2553d7,doc_c62d865190756e69|doc_e46962318e2553d7|doc_a9e6a8fa88d31bdc|doc_5f1455bdfe05f29a|doc_25dffc7c886f9021
english,english_221,emanual_401,validation,english,emanual,dense,2,3,-1,declined,True,How do I change the menu language option?,doc_2c3942511eba49a0,doc_2bbca0997af7e74a|doc_0012580590c4c18b|doc_2c3942511eba49a0|doc_1c805f0df386110a|doc_28fa362e0abac177
english,english_221,emanual_454,test,english,emanual,dense,1,1,0,unchanged,True,I get this error 'some files cannot be played'. How do I fix this?,doc_34b450cc73b25221|doc_81063f3c891a1b05|doc_cef1248669442981,doc_cef1248669442981|doc_9fe99c4ceabe0309|doc_81063f3c891a1b05|doc_34b450cc73b25221|doc_c5132f1d8c720040
english,english_221,emanual_188,test,english,emanual,dense,1,1,0,unchanged,True,How can I turn on ambient mode on TV screen?,doc_1ccf529a297411ff|doc_fd9f5beff7a82de8,doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_fd9f5beff7a82de8|doc_af2ec7a96f792725|doc_afc84e50acac12bb
english,english_221,emanual_423,validation,english,emanual,dense,4,1,3,improved,True,What do I do if the channel is not found?,doc_202f58843ae10ffc|doc_5727e1afc29df334|doc_db1a96f5b1f00b6e,doc_202f58843ae10ffc|doc_e7ca421f430ee3c1|doc_af3de84130096de7|doc_5727e1afc29df334|doc_4ae5dbe8a44556a1
english,english_221,emanual_275,validation,english,emanual,dense,1,1,0,unchanged,True,What are the precautions for bixby?,doc_487682275d5ba6d5,doc_487682275d5ba6d5|doc_2839c652ea71d611|doc_cb5137af2abe18b6|doc_3deec08e7a494c6d|doc_75b8a9fd66adafa1
english,english_221,emanual_287,validation,english,emanual,dense,1,1,0,unchanged,True,Explain the steps how to do Schedule Recording from the guide screen?,doc_0957beae540a0ea4|doc_ef91d3ce054acb3a,doc_ef91d3ce054acb3a|doc_0957beae540a0ea4|doc_a41de15e5b29bc4a|doc_09768321cd4ba86c|doc_5d7d7b3b2abc89df
english,english_221,emanual_191,test,english,emanual,dense,2,1,1,improved,True,Can you explain Ambient Mode?,doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725,doc_af2ec7a96f792725|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_fd9f5beff7a82de8|doc_da1300ebb4dd314e
english,english_221,emanual_176,test,english,emanual,dense,6,1,5,improved,True,How can I search for the channels?,doc_242dd5273a96502e|doc_4ae5dbe8a44556a1|doc_af3de84130096de7,doc_af3de84130096de7|doc_4ae5dbe8a44556a1|doc_3af6b352347331b3|doc_bf3eeadd3429f562|doc_242dd5273a96502e
english,english_221,emanual_283,test,english,emanual,dense,6,2,4,improved,True,How can I select channel filter option ?,doc_4ae5dbe8a44556a1|doc_af3de84130096de7,doc_55d56943df651835|doc_4ae5dbe8a44556a1|doc_242dd5273a96502e|doc_3af6b352347331b3|doc_ffe8bf4b5c0e3c80
english,english_221,emanual_555,validation,english,emanual,dense,8,1,7,improved,True,Can I select an external device connected to the TV?,doc_1eb01c14078311bb|doc_62c766ca8620a46c,doc_62c766ca8620a46c|doc_53fcd1f78a8ca465|doc_3116d72414e56f1e|doc_1eb01c14078311bb|doc_8a791c96504e4485
english,english_221,emanual_637,test,english,emanual,dense,1,1,0,unchanged,True,Can I fix powering on issue?,doc_bb306395cc6d4f76,doc_bb306395cc6d4f76|doc_615a7c3ab71fc9f0|doc_0f015058bf7c2775|doc_16dcff0dc12a6a13|doc_202f58843ae10ffc
english,english_221,emanual_535,test,english,emanual,dense,1,1,0,unchanged,True,Can I set the clock manually?,doc_c0c0b15cc2de836c,doc_c0c0b15cc2de836c|doc_f0c8daaf5bb32caa|doc_09768321cd4ba86c|doc_f2a6f947643fc60e|doc_202165cdad773eb5
english,english_221,emanual_256,validation,english,emanual,dense,1,1,0,unchanged,True,How to set Daylight Saving Time (DST)?,doc_c0c0b15cc2de836c,doc_c0c0b15cc2de836c|doc_f0c8daaf5bb32caa|doc_09768321cd4ba86c|doc_021c12c35b16c64e|doc_f2a6f947643fc60e
english,english_221,emanual_267,validation,english,emanual,dense,2,1,1,improved,True,How do I update TV’s software through Internet?,doc_e66d2e96bcd55a11,doc_e66d2e96bcd55a11|doc_c0f02da9d00f95d9|doc_755e377f476da28d|doc_de2026d4614e336e|doc_58f9883ef5600855
english,english_221,emanual_543,test,english,emanual,dense,1,1,0,unchanged,True,Can I select Auto Power Off?,doc_afc84e50acac12bb,doc_afc84e50acac12bb|doc_8a7e529a6a2552da|doc_8cef7e3848eac080|doc_559038e0a46f70dd|doc_1ccf529a297411ff
english,english_221,emanual_599,validation,english,emanual,dense,1,1,0,unchanged,True,How do I get better audio quality. What are the connections guidelines for it?,doc_63df1531cbdc659b|doc_c0720d5f0d595fea|doc_d3ccc0799b2a15fd,doc_c0720d5f0d595fea|doc_63df1531cbdc659b|doc_dc30edcb02d26e16|doc_d3ccc0799b2a15fd|doc_9e96c99788950641
english,english_221,emanual_466,test,english,emanual,dense,1,1,0,unchanged,True,I dont know about Universal Guide. What is it?,doc_c8cba373f361e344,doc_c8cba373f361e344|doc_562d294fe96ed140|doc_09768321cd4ba86c|doc_a41de15e5b29bc4a|doc_2c3942511eba49a0
english,english_221,emanual_276,test,english,emanual,dense,1,1,0,unchanged,True,Please instruct how to record any program?,doc_0957beae540a0ea4|doc_5d7d7b3b2abc89df|doc_ef91d3ce054acb3a,doc_ef91d3ce054acb3a|doc_0957beae540a0ea4|doc_5d7d7b3b2abc89df|doc_202165cdad773eb5|doc_d9b0f08bb9be9cd5
english,english_221,emanual_282,test,english,emanual,dense,17,6,11,improved,False,From where I can see program information?,doc_021c12c35b16c64e|doc_a516564b3a344f30,doc_3a3e2297d8738f02|doc_5d7d7b3b2abc89df|doc_a41de15e5b29bc4a|doc_09768321cd4ba86c|doc_6d5820ee6e37bce8
english,english_221,emanual_186,validation,english,emanual,dense,5,1,4,improved,True,What is the use of search option in tne smart hub?,doc_0e7fbbe1ec22ae1b|doc_de8b8dd292c3b28e,doc_de8b8dd292c3b28e|doc_0e7fbbe1ec22ae1b|doc_9037c6468fd9ab9c|doc_5d0f867bdf5d3927|doc_60dafa15fdeb038e
english,english_221,emanual_116,test,english,emanual,dense,2,1,1,improved,True,My software update over the Internet has failed. How do I fix this?,doc_755e377f476da28d|doc_e66d2e96bcd55a11,doc_e66d2e96bcd55a11|doc_e778c8da35de9c2f|doc_9fe99c4ceabe0309|doc_fce8424fccb22773|doc_39d0ee956dd210f7
english,english_221,emanual_85,validation,english,emanual,dense,3,4,-1,declined,True,How can I check app details?,doc_9bcc997d8d11776c,doc_6315e132a25457cc|doc_37abb165eebdd64d|doc_6d5820ee6e37bce8|doc_9bcc997d8d11776c|doc_c8cba373f361e344
english,english_221,emanual_524,validation,english,emanual,dense,2,1,1,improved,True,Can I select Sound Feedback?,doc_99b36d27411cc595|doc_d0c4a5adf3ffc776,doc_99b36d27411cc595|doc_dc30edcb02d26e16|doc_f7603509c53ff3ed|doc_d0c4a5adf3ffc776|doc_d4d50252bc60bc84
english,english_221,emanual_413,test,english,emanual,dense,1,1,0,unchanged,True,Where do I find signal information ?,doc_370d54180294fdd8,doc_370d54180294fdd8|doc_6d5820ee6e37bce8|doc_539896f13eb7de38|doc_0f015058bf7c2775|doc_3a3e2297d8738f02
english,english_221,emanual_648,test,english,emanual,dense,2,1,1,improved,True,Can I fix odd sound of speaker?,doc_422d081516bd1cce|doc_dc30edcb02d26e16,doc_422d081516bd1cce|doc_d0c4a5adf3ffc776|doc_c0720d5f0d595fea|doc_dc30edcb02d26e16|doc_4874e4ea0e6bc8ee
english,english_221,emanual_442,test,english,emanual,dense,1,1,0,unchanged,True,What do I do if wireless network connection failed?,doc_39d0ee956dd210f7|doc_e778c8da35de9c2f,doc_e778c8da35de9c2f|doc_39d0ee956dd210f7|doc_47ce19cf70eb6dd7|doc_25dffc7c886f9021|doc_f2ba67732e29a2f7
english,english_221,emanual_529,validation,english,emanual,dense,2,1,1,improved,True,Can I set the current time on the TV?,doc_c0c0b15cc2de836c,doc_c0c0b15cc2de836c|doc_740618e7a565f652|doc_f2a6f947643fc60e|doc_09768321cd4ba86c|doc_8cef7e3848eac080
english,english_221,emanual_434,validation,english,emanual,dense,1,1,0,unchanged,True,How do I fix Weak or No Signal issue?,doc_202f58843ae10ffc|doc_370d54180294fdd8,doc_202f58843ae10ffc|doc_bb306395cc6d4f76|doc_422d081516bd1cce|doc_370d54180294fdd8|doc_0f015058bf7c2775
english,english_221,emanual_468,validation,english,emanual,dense,2,1,1,improved,True,I don't know about Ambient Mode. Can you explain briefly?,doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725,doc_af2ec7a96f792725|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_fd9f5beff7a82de8|doc_da1300ebb4dd314e
english,english_221,emanual_527,validation,english,emanual,dense,1,1,0,unchanged,True,Can I connect to the bluetooth audio devices to the TV?,doc_3feef92b8b9bf00c|doc_b525bb5a3da3aa93,doc_b525bb5a3da3aa93|doc_3feef92b8b9bf00c|doc_9a205fc1630e4713|doc_7fc4a9d8d513e3d1|doc_4fddcd013da0197c
english,english_221,emanual_371,test,english,emanual,dense,2,2,0,unchanged,True,How can I connect my mobile device to the TV?,doc_4575d3ff16a9c519|doc_7d9084e249b806f6|doc_a00c8eaf77703d82,doc_e5596e1b3e874338|doc_7d9084e249b806f6|doc_a00c8eaf77703d82|doc_93b5337a580bd24e|doc_804541978d7fce82
english,english_221,emanual_348,validation,english,emanual,dense,2,1,1,improved,True,How to update the TV automatically ?,doc_755e377f476da28d|doc_c0f02da9d00f95d9,doc_c0f02da9d00f95d9|doc_755e377f476da28d|doc_e66d2e96bcd55a11|doc_de2026d4614e336e|doc_9bcc997d8d11776c
english,english_221,emanual_618,validation,english,emanual,dense,4,2,2,improved,True,Can I change the menu language option?,doc_2c3942511eba49a0|doc_c4a1cafcf274cbae,doc_2bbca0997af7e74a|doc_c4a1cafcf274cbae|doc_1c805f0df386110a|doc_2c3942511eba49a0|doc_d2eed91f926a63e8
